Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-01-04,Finance,Salaries,Project C,2166,,VendorX
2024-12-27,Finance,Maintenance,Project C,6832,,
2024-10-15,Operations,Salaries,Project B,2238,,
2024-01-18,Operations,Maintenance,Project A,2357,,VendorY
2024-12-14,Finance,Maintenance,Project C,8089,,
2024-01-29,Exploration,Utilities,Project B,7476,,
2024-11-01,Finance,Salaries,Project C,2299,18.0,VendorX
2024-03-31,Finance,Salaries,Project A,2394,,VendorZ
2024-06-13,Exploration,Utilities,Project B,1103,,VendorZ
2024-07-25,Finance,Maintenance,Project C,2208,,VendorX
2024-02-10,Operations,Salaries,Project B,8628,4.0,
2024-08-18,Exploration,Utilities,Project A,7812,18.0,
2024-09-20,Operations,Salaries,Project B,9626,11.0,VendorZ
2024-12-29,Finance,Utilities,Project B,2693,,VendorX
2024-07-23,Finance,Maintenance,Project A,8838,1.0,VendorZ
2024-07-18,Finance,Salaries,Project B,7032,,VendorY
2024-07-25,Finance,Utilities,Project A,8276,,VendorX
2024-02-10,Operations,Utilities,Project B,2661,16.0,
2024-08-29,Finance,Utilities,Project C,4234,3.0,VendorZ
2024-10-07,Finance,Equipment,Project A,1066,,VendorY
2024-04-07,Finance,Maintenance,Project B,6570,,
2024-03-01,Operations,Utilities,Project C,4312,14.0,
2024-12-02,Operations,Equipment,Project B,6677,,
2024-07-15,Finance,Utilities,Project A,6836,,
2024-06-23,Exploration,Utilities,Project B,5000,17.0,
2024-10-11,Operations,Maintenance,Project A,1886,18.0,
2024-07-19,Operations,Maintenance,Project A,8969,19.0,VendorZ
2024-01-20,Finance,Utilities,Project A,6837,,VendorX
2024-01-17,Finance,Utilities,Project C,9906,15.0,
2024-03-16,Finance,Utilities,Project C,1438,,
2024-08-22,Finance,Maintenance,Project B,6571,11.0,
2024-08-24,Operations,Salaries,Project A,2623,20.0,
2024-08-02,Operations,Maintenance,Project B,1209,,VendorX
2024-05-27,Exploration,Equipment,Project A,8396,,VendorZ
2024-11-21,Finance,Salaries,Project B,4070,8.0,
2024-09-10,Exploration,Maintenance,Project C,3176,,VendorZ
2024-06-01,Operations,Equipment,Project B,7122,,
2024-01-25,Finance,Salaries,Project B,9421,,VendorX
2024-10-06,Finance,Salaries,Project B,9037,,
2024-07-23,Exploration,Maintenance,Project A,9828,14.0,
2024-07-31,Operations,Salaries,Project C,5784,,VendorZ
2024-02-21,Finance,Equipment,Project C,2721,,VendorY
2024-05-11,Operations,Utilities,Project B,8787,,
2024-08-13,Exploration,Maintenance,Project A,1992,20.0,
2024-08-12,Finance,Maintenance,Project C,8122,18.0,VendorZ
2024-12-27,Finance,Utilities,Project C,3216,,
2024-11-17,Finance,Salaries,Project C,7355,12.0,
2024-06-08,Exploration,Equipment,Project A,1824,,VendorY
2024-03-19,Finance,Salaries,Project B,1680,17.0,
2024-09-22,Exploration,Utilities,Project B,2894,,
2024-04-07,Exploration,Utilities,Project B,3706,,VendorY
2024-04-30,Exploration,Salaries,Project A,8363,,
2024-02-23,Operations,Utilities,Project C,6662,,
2024-12-18,Finance,Maintenance,Project C,4705,,VendorX
2024-10-20,Exploration,Maintenance,Project C,2437,,
2024-04-03,Operations,Salaries,Project C,3986,15.0,VendorZ
2024-10-10,Exploration,Maintenance,Project A,7163,,
2024-04-16,Exploration,Maintenance,Project A,9789,14.0,VendorY
2024-03-01,Exploration,Maintenance,Project B,5717,17.0,VendorX
2024-03-13,Exploration,Equipment,Project A,6532,6.0,
2024-01-18,Finance,Maintenance,Project A,5414,,
2024-12-08,Finance,Salaries,Project C,3765,6.0,
2024-04-16,Exploration,Maintenance,Project B,3936,20.0,VendorY
2024-02-13,Operations,Equipment,Project B,9106,,VendorX
2024-09-19,Operations,Salaries,Project C,9267,,VendorZ
2024-11-25,Operations,Salaries,Project B,7091,1.0,VendorX
2024-11-22,Finance,Maintenance,Project C,6863,17.0,
2024-02-22,Exploration,Maintenance,Project A,2654,,VendorZ
2024-01-23,Finance,Salaries,Project A,4143,17.0,VendorZ
2024-01-02,Exploration,Maintenance,Project A,3684,,VendorY
2024-02-28,Exploration,Utilities,Project B,9256,,
2024-09-14,Exploration,Maintenance,Project B,4222,7.0,VendorX
2024-10-14,Finance,Utilities,Project C,9338,6.0,VendorZ
2024-02-17,Exploration,Maintenance,Project A,6346,,VendorZ
2024-10-14,Operations,Equipment,Project C,9730,,
2024-03-25,Operations,Utilities,Project C,6812,17.0,
2024-12-11,Operations,Maintenance,Project A,1986,,VendorZ
2024-03-25,Operations,Salaries,Project A,6394,,
2024-08-01,Exploration,Salaries,Project A,2873,8.0,
2024-11-26,Operations,Equipment,Project C,5731,,VendorZ
2024-09-27,Operations,Equipment,Project C,9146,2.0,VendorZ
2024-01-13,Operations,Utilities,Project A,6130,18.0,
2024-10-28,Exploration,Salaries,Project C,9464,,VendorY
2024-05-10,Finance,Maintenance,Project B,6787,6.0,
2024-06-12,Finance,Equipment,Project A,5908,,VendorX
2024-07-05,Finance,Equipment,Project C,1753,17.0,VendorY
2024-04-15,Finance,Utilities,Project C,7136,4.0,VendorX
2024-09-05,Exploration,Utilities,Project C,9135,18.0,VendorZ
2024-04-03,Finance,Salaries,Project C,2124,,VendorY
2024-07-04,Exploration,Utilities,Project B,8897,3.0,
2024-10-31,Exploration,Salaries,Project B,6373,,VendorX
2024-06-10,Operations,Maintenance,Project B,6461,19.0,VendorX
2024-02-08,Operations,Salaries,Project C,7499,,VendorY
2024-07-13,Finance,Maintenance,Project A,8317,15.0,
2024-06-11,Exploration,Salaries,Project B,5655,16.0,VendorY
2024-05-25,Finance,Maintenance,Project A,4674,10.0,VendorY
2024-02-22,Finance,Equipment,Project A,8385,,VendorZ
2024-06-05,Finance,Utilities,Project C,4422,3.0,VendorY
2024-06-02,Exploration,Salaries,Project A,4386,,
2024-05-28,Operations,Utilities,Project C,8340,,
2024-08-09,Exploration,Salaries,Project B,3715,3.0,VendorY
2024-05-25,Finance,Utilities,Project C,2913,3.0,VendorY
2024-03-19,Exploration,Equipment,Project C,7369,,VendorZ
2024-04-24,Exploration,Equipment,Project B,6814,19.0,
2024-12-06,Exploration,Salaries,Project C,5185,2.0,
2024-04-24,Exploration,Equipment,Project A,3466,17.0,
2024-11-25,Finance,Equipment,Project A,7843,5.0,
2024-03-15,Finance,Equipment,Project C,1620,14.0,
2024-02-23,Exploration,Salaries,Project B,7950,8.0,VendorZ
2024-05-12,Finance,Maintenance,Project A,2327,,
2024-07-04,Operations,Salaries,Project B,8893,9.0,
2024-06-27,Finance,Salaries,Project B,1581,,
2024-07-24,Finance,Equipment,Project B,3688,,VendorZ
2024-05-30,Operations,Equipment,Project C,4914,,VendorZ
2024-05-20,Finance,Maintenance,Project C,8700,12.0,
2024-06-15,Operations,Salaries,Project B,1211,,
2024-02-07,Finance,Utilities,Project B,9083,8.0,
2024-01-04,Exploration,Salaries,Project C,4852,,VendorX
2024-07-28,Operations,Utilities,Project C,1428,5.0,
2024-11-02,Exploration,Equipment,Project B,1276,,VendorX
2024-02-04,Operations,Maintenance,Project C,9835,,
2024-04-01,Operations,Utilities,Project C,2085,,VendorY
2024-03-03,Finance,Utilities,Project C,1344,18.0,VendorX
2024-01-19,Operations,Maintenance,Project A,2090,,VendorX
2024-03-04,Exploration,Maintenance,Project B,9682,,
2024-08-18,Finance,Salaries,Project B,5728,,
2024-12-01,Finance,Equipment,Project B,3748,,
2024-06-18,Operations,Utilities,Project C,4143,4.0,VendorZ
2024-01-13,Finance,Utilities,Project B,6893,,
2024-09-24,Finance,Utilities,Project C,2119,,VendorZ
2024-01-10,Exploration,Salaries,Project A,7878,4.0,
2024-02-15,Operations,Maintenance,Project A,5746,14.0,
2024-08-20,Finance,Salaries,Project A,2518,2.0,VendorX
2024-07-11,Finance,Salaries,Project B,1496,10.0,VendorZ
2024-05-10,Operations,Equipment,Project C,3056,19.0,VendorY
2024-06-22,Exploration,Salaries,Project B,4820,,VendorX
2024-01-01,Exploration,Salaries,Project A,4924,,
2024-06-03,Finance,Utilities,Project A,7008,,VendorY
2024-04-10,Operations,Salaries,Project A,4593,18.0,
2024-09-26,Operations,Maintenance,Project C,5019,15.0,VendorY
2024-10-21,Finance,Utilities,Project B,6729,19.0,VendorY
2024-08-02,Operations,Utilities,Project C,1729,1.0,
2024-07-22,Exploration,Equipment,Project C,3950,,
2024-06-05,Exploration,Utilities,Project B,3511,14.0,VendorY
2024-05-03,Finance,Maintenance,Project B,4529,1.0,VendorX
2024-04-29,Exploration,Maintenance,Project B,7610,6.0,
2024-04-03,Exploration,Utilities,Project C,4509,5.0,VendorZ
2024-06-15,Exploration,Equipment,Project C,5546,,
2024-12-25,Finance,Maintenance,Project B,9842,2.0,VendorZ
2024-11-12,Finance,Equipment,Project A,9785,8.0,
2024-01-23,Operations,Salaries,Project C,6097,13.0,VendorZ
2024-01-07,Operations,Equipment,Project C,5636,,VendorZ
2024-02-08,Finance,Salaries,Project B,6898,,
2024-01-05,Exploration,Utilities,Project C,7135,,
2024-03-27,Finance,Salaries,Project B,8530,,VendorX
2024-04-13,Exploration,Equipment,Project B,2731,11.0,
2024-10-03,Exploration,Equipment,Project A,9547,,
2024-02-21,Exploration,Maintenance,Project C,4792,,
2024-02-15,Finance,Utilities,Project C,7634,,VendorX
2024-04-19,Operations,Maintenance,Project A,6982,,
2024-01-24,Finance,Maintenance,Project B,7254,,VendorZ
2024-08-17,Finance,Equipment,Project A,9493,20.0,
2024-04-06,Exploration,Utilities,Project C,5546,,VendorX
2024-07-25,Finance,Utilities,Project B,5975,,
2024-10-03,Exploration,Maintenance,Project B,5466,5.0,VendorY
2024-07-03,Finance,Equipment,Project C,5736,11.0,VendorZ
2024-02-03,Finance,Utilities,Project A,7935,7.0,VendorZ
2024-08-04,Finance,Equipment,Project A,6614,20.0,
2024-05-30,Operations,Utilities,Project C,7068,,
2024-03-04,Operations,Equipment,Project B,1722,,
2024-12-11,Exploration,Equipment,Project B,4198,,VendorY
2024-07-23,Exploration,Maintenance,Project C,4120,,
2024-04-27,Operations,Salaries,Project C,6006,14.0,
2024-07-19,Operations,Salaries,Project B,1375,,
2024-03-19,Exploration,Salaries,Project C,5950,11.0,
2024-02-06,Exploration,Salaries,Project C,7435,,
2024-06-17,Exploration,Utilities,Project B,7391,,VendorZ
2024-07-19,Exploration,Equipment,Project A,8221,,VendorZ
2024-02-03,Finance,Salaries,Project C,1748,,
2024-08-26,Finance,Salaries,Project B,4281,,VendorZ
2024-09-11,Operations,Maintenance,Project C,6453,1.0,VendorZ
2024-08-05,Exploration,Equipment,Project A,4145,13.0,VendorZ
2024-06-18,Exploration,Utilities,Project C,2955,,
2024-01-05,Finance,Salaries,Project C,1730,1.0,VendorX
2024-08-15,Operations,Maintenance,Project B,1621,17.0,VendorZ
2024-01-31,Operations,Equipment,Project C,7228,,
2024-01-01,Exploration,Utilities,Project C,2888,10.0,VendorZ
2024-01-17,Operations,Maintenance,Project B,6593,,
2024-08-11,Operations,Salaries,Project C,9242,,VendorZ
2024-03-11,Operations,Utilities,Project A,9670,,
2024-05-27,Exploration,Maintenance,Project C,9425,9.0,VendorZ
2024-09-07,Exploration,Maintenance,Project B,4003,3.0,VendorZ
2024-01-02,Finance,Maintenance,Project B,1650,6.0,VendorZ
2024-01-19,Finance,Equipment,Project B,5290,,VendorZ
2024-04-22,Operations,Equipment,Project A,1057,,
2024-06-08,Operations,Maintenance,Project A,8146,1.0,VendorZ
2024-07-14,Finance,Maintenance,Project C,2229,19.0,VendorY
2024-02-19,Exploration,Salaries,Project A,6687,18.0,
2024-12-06,Finance,Equipment,Project A,7091,5.0,
2024-01-26,Finance,Maintenance,Project A,4379,14.0,
2024-05-23,Exploration,Salaries,Project B,5360,,
2024-02-28,Operations,Maintenance,Project A,6618,11.0,
2024-10-11,Exploration,Utilities,Project C,6548,,VendorZ
2024-09-26,Operations,Equipment,Project C,7569,,
2024-05-22,Finance,Maintenance,Project C,7450,3.0,VendorZ
2024-11-02,Exploration,Utilities,Project C,9020,,VendorX
2024-09-01,Exploration,Equipment,Project A,7915,14.0,
2024-06-27,Exploration,Utilities,Project B,7258,9.0,
2024-03-06,Finance,Maintenance,Project C,7201,,VendorY
2024-09-08,Finance,Maintenance,Project B,5224,15.0,VendorZ
2024-04-18,Operations,Utilities,Project C,5553,9.0,VendorY
2024-10-07,Finance,Maintenance,Project A,6396,,
2024-03-20,Operations,Salaries,Project C,6971,,
2024-04-28,Finance,Equipment,Project A,9331,3.0,
2024-01-13,Exploration,Equipment,Project B,6114,16.0,VendorZ
2024-02-17,Exploration,Salaries,Project A,9649,,
2024-07-02,Finance,Salaries,Project B,2530,16.0,
2024-01-29,Operations,Equipment,Project B,4643,,
2024-09-05,Exploration,Utilities,Project B,9506,7.0,VendorX
2024-09-18,Operations,Salaries,Project C,6630,6.0,VendorX
2024-09-29,Operations,Salaries,Project A,2086,,VendorY
2024-02-04,Exploration,Equipment,Project C,6881,,
2024-07-26,Exploration,Equipment,Project A,5225,17.0,
2024-09-27,Operations,Utilities,Project A,5605,,VendorY
2024-03-10,Exploration,Utilities,Project B,8291,,
2024-10-27,Exploration,Salaries,Project A,4980,5.0,VendorX
2024-03-03,Operations,Equipment,Project C,8035,15.0,VendorZ
2024-05-15,Finance,Salaries,Project A,3277,5.0,VendorY
2024-11-01,Exploration,Salaries,Project C,9243,15.0,VendorY
2024-07-12,Operations,Equipment,Project A,8889,6.0,VendorZ
2024-01-29,Exploration,Equipment,Project A,5145,7.0,VendorX
2024-09-14,Exploration,Utilities,Project C,3924,13.0,
2024-02-06,Exploration,Equipment,Project A,4492,,
2024-02-06,Operations,Utilities,Project C,6185,,VendorX
2024-04-03,Finance,Equipment,Project B,3213,8.0,VendorY
2024-05-06,Finance,Equipment,Project B,7136,,VendorY
2024-05-08,Finance,Utilities,Project B,1482,,VendorZ
2024-06-04,Exploration,Maintenance,Project A,2334,,VendorZ
2024-01-18,Exploration,Utilities,Project C,7940,14.0,
2024-04-18,Operations,Maintenance,Project B,3927,,VendorZ
2024-11-26,Operations,Utilities,Project B,5243,,
2024-01-23,Operations,Utilities,Project A,2009,,VendorX
2024-07-17,Exploration,Utilities,Project B,4219,13.0,VendorZ
2024-12-16,Operations,Maintenance,Project B,8686,11.0,
2024-02-16,Operations,Equipment,Project B,1754,,VendorX
2024-08-08,Operations,Maintenance,Project B,8860,,VendorZ
2024-11-02,Finance,Salaries,Project A,4119,3.0,VendorX
2024-02-13,Operations,Salaries,Project A,5452,,VendorZ
2024-06-22,Finance,Salaries,Project A,1442,5.0,
2024-04-24,Finance,Utilities,Project B,6701,,
2024-05-13,Finance,Equipment,Project A,9358,11.0,VendorX
2024-08-29,Exploration,Salaries,Project C,1554,,VendorX
2024-04-17,Exploration,Equipment,Project C,6706,,
2024-09-16,Exploration,Maintenance,Project A,4334,1.0,
2024-01-17,Operations,Utilities,Project B,6073,,
2024-12-03,Operations,Equipment,Project B,4243,,VendorZ
2024-07-26,Operations,Salaries,Project B,8909,,
2024-10-23,Finance,Equipment,Project B,5463,,VendorX
2024-09-22,Exploration,Utilities,Project B,8080,3.0,
2024-12-19,Finance,Equipment,Project C,7490,4.0,
2024-01-04,Operations,Maintenance,Project A,5746,,VendorZ
2024-12-30,Operations,Equipment,Project B,8009,,VendorZ
2024-10-09,Operations,Salaries,Project A,5165,1.0,VendorY
2024-11-28,Operations,Salaries,Project B,6173,15.0,
2024-12-31,Finance,Salaries,Project A,6450,,VendorY
2024-01-23,Finance,Equipment,Project A,8938,8.0,
2024-11-03,Operations,Utilities,Project A,3932,11.0,VendorX
2024-04-09,Finance,Salaries,Project B,9866,,
2024-06-16,Operations,Equipment,Project B,5047,,VendorX
2024-10-15,Finance,Equipment,Project A,5221,10.0,VendorZ
2024-10-04,Finance,Utilities,Project A,9940,,
2024-08-06,Operations,Salaries,Project A,7273,,VendorZ
2024-04-21,Exploration,Equipment,Project A,3878,,
2024-09-22,Finance,Salaries,Project A,4920,8.0,VendorZ
2024-10-10,Finance,Maintenance,Project A,8440,3.0,
2024-09-25,Finance,Salaries,Project B,6299,,VendorX
2024-02-03,Operations,Equipment,Project A,2400,10.0,VendorY
2024-05-18,Operations,Utilities,Project C,2070,12.0,VendorZ
2024-03-06,Operations,Utilities,Project C,7393,7.0,VendorY
2024-11-10,Finance,Maintenance,Project C,7391,2.0,
2024-12-11,Exploration,Salaries,Project C,1293,7.0,VendorY
2024-05-16,Operations,Salaries,Project B,7744,8.0,
2024-08-08,Finance,Equipment,Project A,3968,,
2024-02-19,Exploration,Equipment,Project B,5101,18.0,
2024-09-22,Operations,Utilities,Project C,6320,13.0,VendorX
2024-11-06,Operations,Equipment,Project A,1455,,VendorZ
2024-01-09,Exploration,Equipment,Project B,8978,,VendorZ
2024-01-05,Exploration,Equipment,Project C,9029,,
2024-12-12,Operations,Maintenance,Project C,4983,5.0,VendorX
2024-07-10,Finance,Utilities,Project A,4234,3.0,VendorX
2024-10-30,Finance,Salaries,Project A,7235,,
2024-05-19,Operations,Maintenance,Project C,9371,,VendorZ
2024-11-25,Operations,Utilities,Project A,3273,14.0,VendorX
2024-04-02,Operations,Utilities,Project A,4257,,VendorX
2024-05-28,Finance,Utilities,Project B,2556,16.0,
2024-10-30,Operations,Salaries,Project A,5008,16.0,
2024-11-17,Operations,Salaries,Project B,6990,2.0,
2024-06-09,Exploration,Maintenance,Project A,8698,,VendorX
2024-11-17,Exploration,Equipment,Project C,5269,16.0,VendorY
2024-11-20,Operations,Equipment,Project A,9664,,VendorZ
2024-08-03,Finance,Utilities,Project B,5751,,
2024-05-06,Operations,Equipment,Project B,1174,,
2024-09-06,Operations,Salaries,Project A,1728,,
2024-12-07,Finance,Equipment,Project C,2854,,VendorY
2024-02-10,Operations,Utilities,Project A,2882,,VendorX
2024-06-08,Finance,Utilities,Project A,7745,14.0,
2024-01-24,Operations,Maintenance,Project B,8845,,VendorZ
2024-03-18,Finance,Maintenance,Project B,8063,,
2024-11-11,Exploration,Maintenance,Project C,5238,,VendorX
2024-05-09,Operations,Utilities,Project B,3007,3.0,
2024-06-07,Exploration,Maintenance,Project C,7160,,VendorZ
2024-11-28,Finance,Maintenance,Project C,5025,8.0,VendorZ
2024-09-16,Operations,Maintenance,Project C,5375,,VendorY
2024-02-04,Exploration,Equipment,Project C,7483,8.0,VendorX
2024-11-19,Operations,Salaries,Project C,6329,11.0,VendorX
2024-12-21,Operations,Equipment,Project B,2384,6.0,VendorX
2024-05-28,Operations,Salaries,Project A,5708,11.0,VendorX
2024-12-11,Operations,Utilities,Project A,6498,,VendorZ
2024-08-19,Finance,Salaries,Project B,6697,2.0,VendorZ
2024-05-18,Exploration,Utilities,Project A,7823,13.0,
2024-07-10,Exploration,Utilities,Project B,1258,,VendorZ
2024-02-20,Finance,Salaries,Project A,7229,2.0,
2024-04-04,Finance,Maintenance,Project B,7693,,VendorY
2024-01-23,Operations,Maintenance,Project A,7312,,VendorX
2024-07-19,Operations,Equipment,Project C,4197,12.0,
2024-11-22,Operations,Salaries,Project B,4424,,VendorY
2024-12-30,Operations,Salaries,Project B,2878,,VendorZ
2024-04-09,Operations,Equipment,Project B,5755,,
2024-01-14,Exploration,Maintenance,Project C,6010,10.0,
2024-02-21,Operations,Maintenance,Project A,8143,,
2024-12-03,Finance,Maintenance,Project A,1338,18.0,
2024-08-03,Finance,Equipment,Project B,9133,20.0,VendorZ
2024-09-02,Operations,Maintenance,Project C,4824,5.0,
2024-05-31,Exploration,Equipment,Project B,5561,18.0,VendorY
2024-03-29,Finance,Maintenance,Project C,7551,,
2024-03-09,Operations,Salaries,Project B,4842,2.0,
2024-09-01,Exploration,Utilities,Project C,2950,,VendorY
2024-02-25,Operations,Equipment,Project C,9557,11.0,
2024-06-15,Finance,Maintenance,Project A,9464,,VendorY
2024-03-16,Operations,Utilities,Project C,1899,,VendorY
2024-07-13,Operations,Equipment,Project A,1053,,VendorY
2024-08-22,Finance,Equipment,Project B,9248,,VendorZ
2024-02-10,Finance,Maintenance,Project C,5264,,VendorZ
2024-11-20,Finance,Salaries,Project A,6504,1.0,VendorX
2024-06-12,Operations,Utilities,Project B,4205,,
2024-04-23,Operations,Maintenance,Project B,7781,15.0,
2024-12-13,Exploration,Maintenance,Project C,5297,,
2024-02-04,Exploration,Maintenance,Project B,3456,,
2024-12-08,Operations,Maintenance,Project C,5747,6.0,VendorZ
2024-06-22,Operations,Maintenance,Project B,9752,5.0,VendorY
2024-08-25,Operations,Salaries,Project A,4064,14.0,VendorZ
2024-09-11,Operations,Equipment,Project C,2754,4.0,
2024-02-08,Finance,Equipment,Project C,8175,,VendorX
2024-11-22,Exploration,Equipment,Project B,3972,5.0,
2024-04-07,Exploration,Utilities,Project C,7528,,VendorX
2024-01-31,Operations,Equipment,Project A,4882,17.0,
2024-11-07,Exploration,Salaries,Project B,6434,19.0,
2024-11-11,Exploration,Utilities,Project B,7971,13.0,
